TaskID,PersonID,MatchScore,Assigned,Title,Description,StoryPoints,RequiredSkills,Priority,Sprint,EstimatedHours,Name,Role,Skills,MaxHoursPerWeek,TimeZone,SleepingPoint,Availability
T0143,P015,0.3,0,Task 143,Implement feature 143,4,"React, Kubernetes",Critical,4,11,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0120,P015,0.7,0,Task 120,Implement feature 120,4,"Node.js, Django, Selenium",Low,4,7,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0028,P015,0.3,0,Task 28,Implement feature 28,6,"Python, Agile, React",Medium,4,8,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0038,P015,0.6,0,Task 38,Implement feature 38,10,"Kubernetes, SQL",Low,4,10,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0070,P015,0.6,0,Task 70,Implement feature 70,11,"Agile, SQL",High,1,20,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0015,P015,0.3,0,Task 15,Implement feature 15,9,React,Low,2,6,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0109,P015,0.3,0,Task 109,Implement feature 109,8,Python,High,5,12,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0037,P015,0.6,0,Task 37,Implement feature 37,1,"Python, Selenium",Low,5,17,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0019,P015,0.3,0,Task 19,Implement feature 19,8,React,Low,1,10,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0140,P015,0.3,0,Task 140,Implement feature 140,5,React,Critical,1,7,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0122,P015,0.6,0,Task 122,Implement feature 122,6,"React, Selenium",High,4,8,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0107,P015,0.5,0,Task 107,Implement feature 107,11,"Git, Node.js, React",Medium,2,13,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0006,P015,0.3,0,Task 6,Implement feature 6,11,"Git, React",Low,1,16,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0063,P015,0.9,1,Task 63,Implement feature 63,5,"Selenium, SQL",Low,4,4,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0043,P015,0.3,0,Task 43,Implement feature 43,5,"Agile, React",High,2,17,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0128,P015,0.6,0,Task 128,Implement feature 128,8,"Django, SQL",Low,2,16,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0029,P015,0.9,1,Task 29,Implement feature 29,6,Selenium,Low,3,10,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0075,P015,0.3,0,Task 75,Implement feature 75,8,"Kubernetes, Python",Medium,3,12,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0142,P015,0.5,0,Task 142,Implement feature 142,7,"Agile, SQL, Python",Low,4,17,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0041,P015,0.7,0,Task 41,Implement feature 41,7,"Selenium, SQL, Kubernetes",High,5,8,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0007,P015,0.5,0,Task 7,Implement feature 7,4,"Kubernetes, Node.js, Django",Medium,5,18,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0098,P015,0.5,0,Task 98,Implement feature 98,2,"Agile, Git, CI/CD",Low,4,14,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0146,P015,0.3,0,Task 146,Implement feature 146,4,Kubernetes,Medium,5,10,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0101,P015,0.7,0,Task 101,Implement feature 101,8,"SQL, Git, Node.js",High,4,14,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0036,P015,0.3,0,Task 36,Implement feature 36,7,"Kubernetes, Agile",High,1,7,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0116,P015,0.3,0,Task 116,Implement feature 116,1,"Python, Git",Medium,5,14,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0057,P015,0.5,0,Task 57,Implement feature 57,6,"SQL, Git, React",High,4,17,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0035,P015,0.3,0,Task 35,Implement feature 35,7,Django,High,3,6,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0080,P015,0.6,0,Task 80,Implement feature 80,6,"Agile, CI/CD",Critical,5,14,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0042,P015,0.9,1,Task 42,Implement feature 42,11,SQL,Critical,2,13,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0010,P015,0.3,0,Task 10,Implement feature 10,3,Django,Critical,4,19,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0117,P015,0.3,0,Task 117,Implement feature 117,2,Git,Critical,1,8,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0083,P015,0.5,0,Task 83,Implement feature 83,2,"Git, Selenium, Agile",Medium,3,11,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0001,P015,0.3,0,Task 1,Implement feature 1,4,"React, Agile",Medium,1,6,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0104,P015,0.9,1,Task 104,Implement feature 104,9,"Node.js, SQL",Low,5,18,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0050,P015,0.3,0,Task 50,Implement feature 50,3,Git,Critical,5,14,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0103,P015,0.5,0,Task 103,Implement feature 103,8,"SQL, Agile, React",Low,3,12,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0052,P015,0.6,0,Task 52,Implement feature 52,11,"Selenium, Django",High,5,19,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0025,P015,0.6,0,Task 25,Implement feature 25,11,"React, Node.js",Critical,3,5,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0119,P015,0.7,0,Task 119,Implement feature 119,6,"Node.js, Kubernetes, SQL",Critical,5,5,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0089,P015,0.7,0,Task 89,Implement feature 89,2,"Selenium, Node.js, Django",Critical,5,11,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0053,P015,0.5,0,Task 53,Implement feature 53,2,"Django, Selenium, Git",High,2,12,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0126,P015,0.5,0,Task 126,Implement feature 126,11,"React, Git, Selenium",Medium,1,18,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0064,P015,0.3,0,Task 64,Implement feature 64,4,"Agile, React, Kubernetes",Low,1,4,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0077,P015,0.3,0,Task 77,Implement feature 77,12,Django,Critical,4,11,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0081,P015,0.6,0,Task 81,Implement feature 81,5,"Git, Selenium",High,2,7,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0059,P015,0.9,1,Task 59,Implement feature 59,6,SQL,Critical,2,18,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0134,P015,0.5,0,Task 134,Implement feature 134,5,"Agile, Selenium, Python",Critical,3,14,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0045,P015,0.6,0,Task 45,Implement feature 45,5,"Python, Node.js",High,1,11,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0078,P015,0.5,0,Task 78,Implement feature 78,13,"Git, CI/CD, Agile",Low,1,13,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0138,P015,0.3,0,Task 138,Implement feature 138,10,"Django, Git, React",High,5,11,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0088,P015,0.6,0,Task 88,Implement feature 88,10,"Git, Node.js",Low,2,8,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0092,P015,0.3,0,Task 92,Implement feature 92,2,Agile,Medium,1,17,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0030,P015,0.5,0,Task 30,Implement feature 30,13,"Django, Node.js, Kubernetes",Critical,5,8,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0047,P015,0.9,1,Task 47,Implement feature 47,8,"CI/CD, Node.js",Critical,5,10,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0149,P015,0.7,0,Task 149,Implement feature 149,11,"Selenium, Python, Node.js",Low,2,4,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0013,P015,0.3,0,Task 13,Implement feature 13,5,Django,Medium,1,5,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0068,P015,0.9,1,Task 68,Implement feature 68,7,"CI/CD, SQL",Medium,1,11,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0131,P015,0.3,0,Task 131,Implement feature 131,10,Django,High,2,7,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0093,P015,0.6,0,Task 93,Implement feature 93,5,"CI/CD, Git",Low,2,13,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0113,P015,0.5,0,Task 113,Implement feature 113,8,"CI/CD, Git, Python",Critical,3,14,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0111,P015,0.3,0,Task 111,Implement feature 111,12,"Django, Agile",Medium,1,12,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0133,P015,0.6,0,Task 133,Implement feature 133,3,"Kubernetes, SQL",Medium,2,15,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0024,P015,0.5,0,Task 24,Implement feature 24,11,"Django, Kubernetes, CI/CD",High,5,19,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0061,P015,0.9,1,Task 61,Implement feature 61,3,SQL,Critical,2,5,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0106,P015,0.3,0,Task 106,Implement feature 106,5,"Git, React, Django",Medium,3,18,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0067,P015,0.7,0,Task 67,Implement feature 67,5,"CI/CD, Node.js, Python",Low,5,4,Person_15,DevOps,"Node.js, Selenium, SQL, CI/CD",20,UTC+8,0.88,0.63
T0095,P001,0.32,0,Task 95,Implement feature 95,4,"Node.js, Agile",Medium,3,8,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0054,P001,0.32,0,Task 54,Implement feature 54,2,"Kubernetes, Agile",Medium,2,11,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0039,P001,0.62,0,Task 39,Implement feature 39,1,"React, SQL",Medium,3,17,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0046,P001,0.52,0,Task 46,Implement feature 46,3,"Selenium, Django, Agile",Low,1,11,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0055,P001,0.32,0,Task 55,Implement feature 55,2,"Python, Django",Critical,4,14,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0003,P001,0.92,1,Task 3,Implement feature 3,11,Selenium,Critical,2,8,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0150,P001,0.32,0,Task 150,Implement feature 150,1,"Django, Kubernetes",Medium,3,5,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0018,P001,0.32,0,Task 18,Implement feature 18,11,"SQL, Python",High,4,14,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0002,P001,0.52,0,Task 2,Implement feature 2,1,"React, Django, Node.js",High,1,20,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0028,P001,0.52,0,Task 28,Implement feature 28,6,"Python, Agile, React",Medium,4,8,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0070,P001,0.32,0,Task 70,Implement feature 70,11,"Agile, SQL",High,1,20,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0094,P001,0.52,0,Task 94,Implement feature 94,11,"Selenium, Git, Node.js",Medium,3,10,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0027,P001,0.32,0,Task 27,Implement feature 27,9,"Git, Agile, SQL",Low,1,6,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0004,P001,0.32,0,Task 4,Implement feature 4,13,"CI/CD, Git, Django",Critical,4,10,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0015,P001,0.92,1,Task 15,Implement feature 15,9,React,Low,2,6,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0145,P001,0.32,0,Task 145,Implement feature 145,8,"Django, Node.js",Low,2,4,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0037,P001,0.62,0,Task 37,Implement feature 37,1,"Python, Selenium",Low,5,17,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0071,P001,0.52,0,Task 71,Implement feature 71,8,"Kubernetes, React, SQL",Low,4,15,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0140,P001,0.92,1,Task 140,Implement feature 140,5,React,Critical,1,7,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0122,P001,0.92,1,Task 122,Implement feature 122,6,"React, Selenium",High,4,8,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0008,P001,0.32,0,Task 8,Implement feature 8,3,SQL,High,4,11,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0006,P001,0.62,0,Task 6,Implement feature 6,11,"Git, React",Low,1,16,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0016,P001,0.32,0,Task 16,Implement feature 16,2,"Node.js, Django, SQL",Medium,5,5,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0043,P001,0.62,0,Task 43,Implement feature 43,5,"Agile, React",High,2,17,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0128,P001,0.32,0,Task 128,Implement feature 128,8,"Django, SQL",Low,2,16,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0029,P001,0.92,1,Task 29,Implement feature 29,6,Selenium,Low,3,10,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0017,P001,0.32,0,Task 17,Implement feature 17,5,"Node.js, SQL, Kubernetes",Medium,3,11,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0012,P001,0.62,0,Task 12,Implement feature 12,5,"Selenium, Git",Critical,5,19,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0074,P001,0.32,0,Task 74,Implement feature 74,10,"Django, Git",Critical,3,4,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0041,P001,0.52,0,Task 41,Implement feature 41,7,"Selenium, SQL, Kubernetes",High,5,8,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0101,P001,0.32,0,Task 101,Implement feature 101,8,"SQL, Git, Node.js",High,4,14,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0036,P001,0.32,0,Task 36,Implement feature 36,7,"Kubernetes, Agile",High,1,7,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0087,P001,0.62,0,Task 87,Implement feature 87,5,"Python, React",Critical,1,6,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0100,P001,0.32,0,Task 100,Implement feature 100,9,Git,Critical,3,9,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0144,P001,0.32,0,Task 144,Implement feature 144,9,"Node.js, Kubernetes",High,1,16,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0035,P001,0.32,0,Task 35,Implement feature 35,7,Django,High,3,6,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0080,P001,0.32,0,Task 80,Implement feature 80,6,"Agile, CI/CD",Critical,5,14,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0020,P001,0.52,0,Task 20,Implement feature 20,2,"Selenium, Python, Kubernetes",Medium,3,13,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0010,P001,0.32,0,Task 10,Implement feature 10,3,Django,Critical,4,19,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0011,P001,0.32,0,Task 11,Implement feature 11,1,SQL,Medium,4,4,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0001,P001,0.62,0,Task 1,Implement feature 1,4,"React, Agile",Medium,1,6,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0123,P001,0.32,0,Task 123,Implement feature 123,7,Agile,Medium,2,9,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0049,P001,0.32,0,Task 49,Implement feature 49,13,"Django, Python",Critical,1,11,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0082,P001,0.32,0,Task 82,Implement feature 82,12,"Django, Kubernetes, Node.js",Medium,2,10,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0052,P001,0.62,0,Task 52,Implement feature 52,11,"Selenium, Django",High,5,19,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0025,P001,0.62,0,Task 25,Implement feature 25,11,"React, Node.js",Critical,3,5,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0084,P001,0.62,0,Task 84,Implement feature 84,1,"Python, Selenium",Medium,3,5,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0053,P001,0.52,0,Task 53,Implement feature 53,2,"Django, Selenium, Git",High,2,12,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0081,P001,0.62,0,Task 81,Implement feature 81,5,"Git, Selenium",High,2,7,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0114,P001,0.32,0,Task 114,Implement feature 114,6,"Agile, SQL, Git",Medium,2,16,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0135,P001,0.32,0,Task 135,Implement feature 135,2,Git,Medium,2,16,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0134,P001,0.52,0,Task 134,Implement feature 134,5,"Agile, Selenium, Python",Critical,3,14,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0132,P001,0.72,1,Task 132,Implement feature 132,1,"React, Selenium, Git",High,2,6,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0072,P001,0.32,0,Task 72,Implement feature 72,3,"Git, Python, SQL",High,5,19,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0048,P001,0.32,0,Task 48,Implement feature 48,4,"SQL, Git, CI/CD",Medium,1,7,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0138,P001,0.52,0,Task 138,Implement feature 138,10,"Django, Git, React",High,5,11,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0088,P001,0.32,0,Task 88,Implement feature 88,10,"Git, Node.js",Low,2,8,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0030,P001,0.32,0,Task 30,Implement feature 30,13,"Django, Node.js, Kubernetes",Critical,5,8,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0125,P001,0.32,0,Task 125,Implement feature 125,11,Git,High,4,12,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0047,P001,0.32,0,Task 47,Implement feature 47,8,"CI/CD, Node.js",Critical,5,10,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0149,P001,0.52,0,Task 149,Implement feature 149,11,"Selenium, Python, Node.js",Low,2,4,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0034,P001,0.32,0,Task 34,Implement feature 34,6,Git,High,2,11,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0086,P001,0.32,0,Task 86,Implement feature 86,5,CI/CD,Critical,4,18,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0113,P001,0.32,0,Task 113,Implement feature 113,8,"CI/CD, Git, Python",Critical,3,14,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0111,P001,0.32,0,Task 111,Implement feature 111,12,"Django, Agile",Medium,1,12,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0066,P001,0.32,0,Task 66,Implement feature 66,8,"Node.js, Django",High,3,9,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0021,P001,0.32,0,Task 21,Implement feature 21,9,Git,High,5,20,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0024,P001,0.32,0,Task 24,Implement feature 24,11,"Django, Kubernetes, CI/CD",High,5,19,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0061,P001,0.32,0,Task 61,Implement feature 61,3,SQL,Critical,2,5,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0031,P001,0.32,0,Task 31,Implement feature 31,13,Python,Medium,4,4,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0127,P001,0.62,0,Task 127,Implement feature 127,11,"CI/CD, Selenium",Critical,3,18,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0106,P001,0.52,0,Task 106,Implement feature 106,5,"Git, React, Django",Medium,3,18,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0067,P001,0.32,0,Task 67,Implement feature 67,5,"CI/CD, Node.js, Python",Low,5,4,Person_1,Backend Dev,"React, Selenium",20,UTC-5,0.74,0.84
T0095,P002,0.19,0,Task 95,Implement feature 95,4,"Node.js, Agile",Medium,3,8,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0102,P002,0.19,0,Task 102,Implement feature 102,6,"Node.js, Python",Critical,4,13,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0079,P002,0.79,1,Task 79,Implement feature 79,12,SQL,Medium,3,15,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0115,P002,0.79,1,Task 115,Implement feature 115,1,SQL,High,4,16,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0054,P002,0.19,0,Task 54,Implement feature 54,2,"Kubernetes, Agile",Medium,2,11,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0039,P002,0.49,0,Task 39,Implement feature 39,1,"React, SQL",Medium,3,17,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0046,P002,0.19,0,Task 46,Implement feature 46,3,"Selenium, Django, Agile",Low,1,11,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0124,P002,0.79,1,Task 124,Implement feature 124,7,CI/CD,Medium,4,8,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0032,P002,0.19,0,Task 32,Implement feature 32,13,Kubernetes,Critical,2,12,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0003,P002,0.19,0,Task 3,Implement feature 3,11,Selenium,Critical,2,8,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0023,P002,0.19,0,Task 23,Implement feature 23,12,Node.js,Medium,3,13,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0065,P002,0.19,0,Task 65,Implement feature 65,1,Django,Medium,2,8,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0018,P002,0.49,0,Task 18,Implement feature 18,11,"SQL, Python",High,4,14,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0130,P002,0.19,0,Task 130,Implement feature 130,13,"React, Git, Selenium",Medium,5,15,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0085,P002,0.19,0,Task 85,Implement feature 85,5,Agile,Medium,4,7,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0028,P002,0.19,0,Task 28,Implement feature 28,6,"Python, Agile, React",Medium,4,8,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0038,P002,0.49,0,Task 38,Implement feature 38,10,"Kubernetes, SQL",Low,4,10,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0094,P002,0.19,0,Task 94,Implement feature 94,11,"Selenium, Git, Node.js",Medium,3,10,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0004,P002,0.39,0,Task 4,Implement feature 4,13,"CI/CD, Git, Django",Critical,4,10,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0105,P002,0.19,0,Task 105,Implement feature 105,9,"React, Django",High,5,19,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
T0145,P002,0.19,0,Task 145,Implement feature 145,8,"Django, Node.js",Low,2,4,Person_2,Frontend Dev,"CI/CD, SQL",20,UTC-8,0.22,0.75
